,word,count
0,loss,300
1,losses,229
2,question,159
3,negative,133
4,volatility,120
5,decline,115
6,stress,108
7,litigation,92
8,bad,80
9,questions,79
10,delinquencies,61
11,volatile,48
12,lose,42
13,late,42
14,delinquency,42
15,challenging,40
16,unemployment,38
17,slower,36
18,disclosed,36
19,wrong,36
20,default,35
21,crisis,35
22,break,34
23,weak,34
24,closed,33
25,declined,33
26,worse,32
27,disclaimer,31
28,difficult,30
29,problems,29
