,0
69173,steps
69174,place
69175,talking
69176,folks
69177,trading
69178,floor
69179,volumes
69180,seem
69181,little
69182,bit
69183,steps
69184,basically
69185,accepting
69186,data
69187,effectively
69188,making
69189,mortgage
69190,yet
69191,seen
69192,huge
69193,effect
69194,think
69195,time
69196,still
69197,remains
69198,seen
69199,yes
69200,meet
69201,new
69202,targets
69203,retain
69204,capital
69205,eventually
69206,actually
69207,already
69208,pushing
69209,sorting
69210,push
69211,business
69212,units
69213,slr
69214,capital
69215,mean
69216,lcr
69217,eventually
69218,put
69219,slr
69220,affect
69221,pricing
69222,want
69223,lot
69224,anticipation
69225,revolvers
69226,stay
69227,slr
69228,drawn
69229,cost
69230,go
69231,sure
69232,go
69233,immediately
69234,go
69235,time
69236,able
69237,get
69238,want
69239,stupid
69240,things
69241,anticipation
69242,rules
69243,know
69244,yet
69245,betsy
69246,businesses
69247,thinking
69248,rules
69249,come
69250,able
69251,act
69252,think
69253,measured
69254,want
69255,want
69256,see
69257,things
69258,play
69259,margin
69260,changes
69261,products
69262,pricing
69263,measured
69264,cash
69265,central
69266,banks
69267,hold
69268,capital
69269,basis
69270,took
69271,revolvers
69272,say
69273,normal
69274,draw
69275,like
69276,even
69277,stress
69278,draw
69279,saw
69280,crisis
69281,another
69282,basis
69283,points
69284,want
69285,little
69286,measured
69287,deal
69288,betsy
69289,really
69290,basic
69291,underlying
69292,run
69293,rate
69294,include
69295,severance
69296,obviously
69297,given
69298,actions
69299,taken
69300,adjust
69301,capacity
69302,business
69303,together
69304,million
69305,item
69306,relates
69307,foreclosure
69308,nothing
69309,else
69310,anything
69311,done
69312,nothing
69313,major
69314,would
69315,love
69316,reduce
69317,uncertainty
69318,around
69319,hard
69320,way
69321,look
69322,probably
69323,elevated
69324,next
69325,year
69326,two
69327,like
69328,went
69329,necessarily
69330,might
69331,settle
69332,negotiate
69333,figure
69334,remember
69335,multiple
69336,agencies
69337,involved
69338,every
69339,case
69340,saw
69341,cio
69342,paid
69343,four
69344,maybe
69345,eventually
69346,five
69347,penalties
69348,really
69349,deal
69350,deal
69351,reality
69352,wish
69353,could
69354,give
69355,better
69356,answer
69357,one
69358,day
69359,wo
69360,big
69361,number
69362,well
69363,think
69364,look
69365,first
69366,big
69367,ones
69368,really
69369,type
69370,discussions
69371,preference
69372,always
69373,resolve
69374,hard
69375,fight
69376,regulators
69377,federal
69378,government
69379,want
69380,fair
69381,shareholders
69382,shareholders
69383,way
69384,remind
69385,people
69386,veterans
69387,retirees
69388,mothers
69389,trying
69390,right
69391,got
69392,top
69393,people
69394,involved
69395,inside
69396,outside
69397,company
69398,hopefully
69399,time
69400,make
69401,much
69402,smaller
69403,issue
69404,well
69405,think
69406,maintained
69407,pretty
69408,good
69409,margins
69410,pretty
69411,good
69412,capital
69413,different
69414,ways
69415,things
69416,simplifying
69417,profitable
69418,remember
69419,let
69420,focus
69421,things
69422,things
69423,pretty
69424,almost
69425,every
69426,single
69427,business
69428,remember
69429,reason
69430,go
69431,share
69432,good
69433,job
69434,vote
69435,feet
69436,means
69437,satisfying
69438,comfortable
69439,able
69440,adjust
69441,new
69442,world
69443,still
69444,great
69445,businesses
69446,seen
69447,repricing
69448,might
69449,take
69450,place
69451,seen
69452,reactions
69453,change
69454,business
69455,strategies
69456,things
69457,may
69458,move
69459,shadow
69460,banking
69461,world
69462,figure
69463,mentioned
69464,needs
69465,clients
69466,consumer
69467,small
69468,business
69469,middle
69470,market
69471,large
69472,corporate
69473,going
69474,served
69475,satisfied
69476,somewhere
69477,said
69478,remember
69479,pretty
69480,consistently
69481,capital
69482,looking
69483,value
69484,created
69485,stuff
69486,like
69487,changed
69488,came
69489,little
69490,quarter
69491,said
69492,modest
69493,loss
69494,last
69495,year
69496,multiple
69497,speakers
69498,breakeven
69499,quarter
69500,getting
69501,small
69502,erica
69503,two
69504,look
69505,firm
69506,wide
69507,leverage
69508,ratio
69509,second
69510,obviously
69511,maybe
69512,changes
69513,final
69514,rules
69515,issued
69516,take
69517,basis
69518,points
69519,minimum
69520,targeting
69521,go
69522,higher
69523,clearly
69524,basis
69525,points
69526,great
69527,distance
69528,us
69529,reiterate
69530,jamie
69531,said
69532,look
69533,ccar
69534,take
69535,account
69536,balanced
69537,set
69538,facts
69539,circumstances
69540,obviously
69541,quantitative
69542,qualitative
69543,nature
69544,results
69545,stress
69546,test
69547,also
69548,desire
69549,want
69550,get
69551,capital
69552,levels
69553,expressed
69554,together
69555,maintaining
69556,flexibility
69557,appropriate
69558,dividends
69559,things
69560,together
69561,considered
69562,capital
69563,plan
69564,three
69565,things
69566,standardized
69567,ratio
69568,higher
69569,advanced
69570,albeit
69571,wide
69572,margin
69573,clarify
69574,generically
69575,advanced
69576,approach
69577,rwa
69578,sensitivity
69579,stress
69580,environment
69581,would
69582,impacted
69583,standardized
69584,approach
69585,remember
69586,future
69587,issue
69588,ccar
69589,understand
69590,instructions
69591,looking
69592,additional
69593,test
69594,top
69595,basel
69596,basel
69597,risk
69598,weighted
69599,assets
69600,denominator
69601,first
69602,four
69603,quarters
69604,basel
69605,iii
69606,standardized
69607,second
69608,four
69609,ccar
69610,advanced
69611,approach
69612,one
69613,critical
69614,tests
69615,although
69616,likely
69617,theory
69618,reality
69619,reduce
69620,dramatically
69621,stress
69622,measure
69623,relatively
69624,flat
69625,mike
69626,low
69627,consistent
69628,said
69629,investor
69630,day
69631,terms
69632,remaining
69633,jobs
69634,turning
69635,branch
69636,networking
69637,consumer
69638,implement
69639,new
69640,technology
69641,new
69642,operating
69643,models
69644,new
69645,branch
69646,formats
69647,well
69648,guess
69649,making
69650,huge
69651,progress
69652,going
69653,stop
69654,permanent
69655,mike
69656,worth
69657,page
69658,small
69659,footnote
69660,talk
69661,estimate
69662,mbs
69663,deal
69664,losses
69665,related
69666,heritage
69667,investments
69668,yes
69669,saw
69670,mortgage
69671,putback
69672,talking
69673,gse
69674,putback
69675,think
69676,get
69677,analysts
69678,actually
69679,published
69680,numbers
69681,like
69682,think
69683,obviously
69684,true
69685,mike
69686,painful
69687,company
69688,bear
69689,sterns
69690,anticipate
69691,would
69692,paying
69693,anything
69694,prior
69695,losses
69696,bear
69697,tell
69698,people
69699,even
69700,bear
69701,sterns
69702,number
69703,think
69704,billion
69705,bonds
69706,made
69707,good
69708,would
69709,failed
69710,day
69711,gone
69712,ask
69713,completely
69714,ask
69715,sec
69716,sec
69717,would
69718,please
69719,agree
69720,take
69721,enforcement
69722,actions
69723,jpmorgan
69724,things
69725,happened
69726,bear
69727,course
69728,could
69729,outright
69730,say
69731,would
69732,take
69733,consideration
69734,circumstances
69735,transaction
69736,took
69737,wamu
69738,believe
69739,responsible
69740,mean
69741,people
69742,ca
69743,come
69744,little
69745,bit
69746,lesson
69747,learned
69748,going
69749,best
69750,interest
69751,shareholders
69752,things
69753,considered
69754,board
69755,level
69756,needs
69757,fair
69758,reasonable
69759,taking
69760,consideration
69761,facts
69762,possible
69763,would
69764,like
69765,get
69766,done
69767,ca
69768,board
69769,make
69770,good
69771,choice
69772,either
69773,way
69774,mike
69775,factor
69776,candidly
69777,trying
69778,least
69779,large
69780,number
69781,analysts
69782,published
69783,research
69784,papers
69785,trying
69786,recreate
69787,settlements
69788,reserves
69789,three
69790,times
69791,one
69792,time
69793,felt
69794,like
69795,helpful
69796,transparent
69797,constructive
69798,show
69799,magnitude
69800,reserves
69801,context
69802,think
69803,future
69804,yes
69805,first
69806,give
69807,context
69808,quarter
69809,quarter
69810,portion
69811,expense
69812,base
69813,related
69814,mortgage
69815,truly
69816,variable
69817,production
69818,levels
69819,go
69820,pay
69821,less
69822,compensation
69823,loans
69824,result
69825,seeing
69826,respect
69827,rightsizing
69828,expense
69829,base
69830,opportunity
69831,market
69832,taken
69833,actions
69834,aware
69835,third
69836,quarter
69837,start
69838,however
69839,go
69840,beyond
69841,truly
69842,variable
69843,costs
69844,actions
69845,take
69846,four
69847,cases
69848,six
69849,months
69850,truly
69851,get
69852,run
69853,would
69854,expect
69855,see
69856,start
69857,come
69858,fruition
69859,fourth
69860,quarter
69861,completely
69862,quarter
69863,run
69864,rate
69865,portion
69866,costs
69867,fixed
69868,terms
69869,ability
69870,able
69871,participate
69872,whether
69873,real
69874,estate
69875,technology
69876,core
69877,obviously
69878,also
69879,taking
69880,look
69881,business
69882,element
69883,fixed
69884,costs
69885,obviously
69886,next
69887,expect
69888,still
69889,seeing
69890,absent
69891,lots
69892,go
69893,slightly
69894,fourth
69895,quarter
69896,expect
69897,revenues
69898,maybe
69899,expenses
69900,also
69901,net
69902,slight
69903,negative
69904,pretax
69905,margin
69906,guided
69907,still
69908,expect
69909,let
69910,brag
69911,commercial
69912,bank
69913,investment
69914,bank
69915,bankers
69916,opened
69917,branches
69918,want
69919,say
69920,jacksonville
69921,sacramento
69922,nashville
69923,actually
69924,places
69925,commercial
69926,building
69927,wamu
69928,footprint
69929,florida
69930,california
69931,exceptional
69932,importantly
69933,high
69934,quality
69935,job
69936,like
69937,really
69938,happy
69939,quality
69940,business
69941,investment
69942,bankers
69943,see
69944,numbers
69945,equity
69946,debt
69947,mention
69948,deals
69949,involved
69950,verizon
69951,sprint
69952,nokia
69953,good
69954,pipelines
69955,good
69956,know
69957,change
69958,tomorrow
69959,fact
69960,satisfying
69961,clients
69962,thrilled
69963,business
69964,generating
69965,expect
69966,believe
69967,repercussions
69968,ultimately
69969,regulators
69970,decision
69971,resubmitted
69972,ccar
69973,still
69974,waiting
69975,get
69976,feedback
69977,early
69978,good
69979,thoughtful
69980,appropriate
69981,job
69982,thinking
69983,capital
69984,asks
69985,ccar
69986,things
69987,little
69988,stock
69989,buyback
69990,right
69991,yes
69992,volker
69993,detail
69994,slr
69995,detail
69996,much
69997,long
69998,term
69999,debt
70000,think
70001,almost
70002,available
70003,resources
70004,could
70005,look
70006,things
70007,basic
70008,simple
70009,say
70010,okay
70011,well
70012,cost
70013,little
70014,bit
70015,higher
70016,pricing
70017,stays
70018,capital
70019,higher
70020,returns
70021,little
70022,bit
70023,lower
70024,take
70025,consideration
70026,things
70027,know
70028,repricing
70029,competitor
70030,strategies
70031,ability
70032,optimize
70033,client
70034,state
70035,region
70036,product
70037,things
70038,give
70039,better
70040,comfortable
70041,got
70042,good
70043,business
70044,give
70045,better
70046,idea
70047,think
70048,means
70049,example
70050,going
70051,allocate
70052,capital
70053,operating
70054,capital
70055,businesses
70056,ask
70057,optimize
70058,slr
70059,without
70060,damaging
70061,client
70062,franchise
70063,give
70064,think
70065,lot
70066,people
70067,mentioned
70068,think
70069,inappropriate
70070,apply
70071,capital
70072,regulators
70073,decide
70074,whatever
70075,able
70076,adjust
70077,conform
70078,would
70079,point
70080,things
70081,move
70082,number
70083,quite
70084,bit
70085,reason
70086,overreact
70087,take
70088,time
70089,know
70090,final
70091,rules
70092,conform
70093,conform
70094,quickly
70095,would
70096,conform
70097,quickly
70098,disrupt
70099,clients
70100,think
70101,trying
70102,right
70103,thing
70104,client
70105,base
70106,company
70107,want
70108,restrict
70109,could
70110,go
70111,tomorrow
70112,say
70113,going
70114,make
70115,anymore
70116,revolvers
70117,want
70118,rational
70119,way
70120,run
70121,business
70122,right
70123,going
70124,meet
70125,targets
70126,portfolio
70127,cause
70128,couple
70129,crm
70130,synthetic
70131,credit
70132,portfolio
70133,say
70134,size
70135,year
70136,ago
70137,remember
70138,exact
70139,numbers
70140,still
70141,going
70142,optimizing
70143,across
70144,certain
70145,things
70146,mortgages
70147,use
70148,lot
70149,capital
70150,et
70151,go
70152,optimizing
70153,rwa
70154,one
70155,small
70156,correlation
70157,book
70158,ib
70159,synthetic
70160,credit
70161,portfolio
70162,moved
70163,ib
70164,eventually
70165,probably
70166,put
70167,together
70168,much
70169,smaller
70170,yes
70171,yes
70172,received
70173,instructions
70174,feature
70175,would
70176,first
70177,time
70178,modeled
70179,event
70180,part
70181,stress
70182,testing
70183,think
70184,take
70185,mean
70186,obviously
70187,painful
70188,personally
70189,agree
70190,like
70191,losing
70192,money
70193,obviously
70194,shareholders
70195,put
70196,marianne
70197,tough
70198,numbers
70199,estimate
70200,heightened
70201,environment
70202,multiple
70203,agencies
70204,involved
70205,often
70206,trying
70207,improve
70208,get
70209,better
70210,move
70211,reserves
70212,relate
70213,things
70214,took
70215,place
70216,multiple
70217,years
70218,one
70219,year
70220,event
70221,still
70222,lose
70223,money
70224,crisis
70225,expecting
70226,details
70227,results
70228,necessarily
70229,become
70230,quantitative
70231,issue
70232,per
70233,qualitative
70234,issue
70235,regulators
70236,looking
70237,response
70238,recommendations
70239,substantial
70240,progress
70241,think
70242,obviously
70243,would
70244,public
70245,response
70246,time
70247,december
70248,work
70249,exactly
70250,would
70251,would
70252,expect
70253,understand
70254,whether
70255,plan
70256,accepted
70257,otherwise
70258,point
70259,already
70260,working
70261,ccar
70262,submission
70263,early
70264,january
70265,means
70266,board
70267,approval
70268,december
70269,work
70270,jamie
70271,talked
70272,talked
70273,people
70274,thousands
70275,people
70276,involved
70277,models
70278,documentation
70279,covenants
70280,controls
70281,work
70282,resubmission
70283,fully
70284,leveraged
70285,ongoing
70286,ccar
70287,processes
70288,building
70289,us
70290,continue
70291,become
70292,better
70293,time
70294,another
70295,step
70296,process
70297,really
70298,significantly
70299,thing
70300,talked
70301,addition
70302,minimum
70303,levels
70304,testing
70305,new
70306,tests
70307,basel
70308,iii
70309,albeit
70310,test
70311,recognizes
70312,savings
70313,capital
70314,numerator
70315,also
70316,slightly
70317,different
70318,denominator
70319,time
70320,different
70321,minimum
70322,levels
70323,real
70324,big
70325,framework
70326,change
70327,obviously
70328,ca
70329,comment
70330,sort
70331,discussions
70332,status
70333,specifics
70334,right
70335,framework
70336,probably
70337,obviously
70338,assume
70339,could
70340,estimate
70341,events
70342,probable
70343,today
70344,reserves
70345,appropriate
70346,current
70347,environment
70348,information
70349,allowed
70350,estimating
70351,penalties
70352,given
70353,environment
70354,would
70355,expect
70356,expenses
70357,would
70358,come
70359,penalty
70360,nature
70361,obviously
70362,math
70363,front
70364,page
70365,estimates
70366,include
70367,range
70368,matters
70369,limited
70370,mortgage
70371,actually
70372,great
70373,fronting
70374,number
70375,shy
70376,billion
70377,billion
70378,ultimately
70379,syndicated
70380,would
70381,adjust
70382,looking
70383,quarter
70384,quarter
70385,relatively
70386,flat
70387,steady
70388,performance
70389,core
70390,middle
70391,market
70392,strength
70393,real
70394,estate
70395,ca
70396,comment
70397,already
70398,said
70399,say
70400,going
70401,well
70402,still
70403,think
70404,still
70405,building
70406,systems
70407,actually
70408,come
70409,products
70410,services
70411,think
70412,better
70413,job
70414,merchants
70415,customers
70416,dimon
70417,still
70418,working
70419,going
70420,happen
70421,think
70422,could
70423,good
70424,thing
70425,time
70426,yes
70427,try
70428,essentially
70429,flattened
70430,point
70431,yes
70432,begun
70433,reinvest
70434,looking
70435,overall
70436,portfolio
70437,rotation
70438,process
70439,started
70440,remember
70441,rates
70442,go
70443,almost
70444,basis
70445,points
70446,macro
70447,level
70448,talking
70449,level
70450,second
70451,said
70452,looking
70453,running
70454,firm
70455,basel
70456,iii
70457,tier
70458,common
70459,ratio
70460,would
70461,imply
70462,case
70463,tier
70464,capital
70465,minimums
70466,ultimately
70467,tier
70468,capital
70469,talked
70470,leverage
70471,running
70472,time
70473,think
70474,tier
70475,capital
70476,basel
70477,iii
70478,common
70479,supplementary
70480,leverage
70481,ratio
70482,given
70483,ratio
70484,risk
70485,weighted
70486,assets
70487,balance
70488,sheet
70489,actually
70490,quite
70491,going
70492,finding
70493,constraints
70494,levels
70495,exist
70496,quite
70497,devil
70498,detail
70499,push
70500,businesses
70501,client
70502,client
70503,product
70504,product
70505,work
70506,go
70507,work
70508,jamie
70509,talked
70510,expect
70511,able
70512,optimize
70513,include
70514,repricing
70515,restructuring
70516,macro
70517,level
70518,relatively
70519,well
70520,always
70521,add
70522,ccar
70523,opinion
70524,another
70525,binding
70526,constraint
70527,time
70528,good
70529,point
70530,know
70531,rules
70532,yet
70533,presumably
70534,going
70535,equity
70536,plus
70537,preferred
70538,plus
70539,unsecured
70540,senior
70541,debt
70542,subordinated
70543,think
70544,number
70545,risk
70546,weighted
70547,assets
70548,pretty
70549,good
70550,place
70551,see
70552,final
70553,rules
70554,dimon
70555,go
70556,meeting
70557,go
70558,appreciate
70559,time
70560,us
70561,marianne
70562,answer
70563,remaining
70564,questions
70565,way
70566,think
70567,pci
70568,reserve
70569,release
70570,first
70571,one
70572,taken
70573,reflects
70574,obviously
70575,improved
70576,home
70577,prices
70578,lower
70579,severities
70580,divided
70581,model
70582,things
70583,equal
70584,significant
70585,changes
70586,probably
70587,primarily
70588,home
70589,prices
70590,also
70591,delinquencies
70592,might
70593,see
70594,reserve
70595,likely
70596,periodic
70597,lumpy
70598,obviously
70599,refreshing
70600,loan
70601,loss
70602,reserves
70603,life
70604,loan
70605,forecasts
70606,possible
70607,may
70608,see
70609,multiple
70610,quarters
70611,expecting
70612,cause
70613,effect
70614,obviously
70615,well
70616,cause
70617,effect
70618,stop
70619,well
70620,certainly
70621,talk
70622,jpmorgan
70623,soon
70624,understand
70625,rules
70626,start
70627,push
70628,organization
70629,people
70630,transacting
70631,products
70632,client
70633,level
70634,make
70635,best
70636,appropriate
70637,decisions
70638,maximize
70639,returns
70640,meet
70641,hurdles
70642,sorts
70643,good
70644,last
70645,several
70646,years
70647,seen
70648,capital
70649,liquidity
70650,increase
70651,still
70652,delivering
70653,core
70654,underlying
70655,performance
70656,return
70657,tangible
70658,common
70659,still
70660,competing
70661,effectively
70662,leads
70663,believe
70664,others
70665,thing
70666,reflected
70667,competitive
70668,nature
70669,think
70670,obviously
70671,going
70672,continue
70673,others
70674,set
70675,even
70676,higher
70677,targets
70678,capital
70679,obviously
70680,new
70681,rules
70682,including
70683,slr
70684,also
70685,think
70686,things
70687,work
70688,system
70689,time
70690,pretty
70691,quickly
70692,given
70693,nature
70694,business
70695,lcr
70696,ratio
70697,last
70698,quarter
70699,quarter
70700,disclosed
70701,far
70702,increase
70703,cash
70704,necessarily
70705,trying
70706,anything
70707,liquidity
70708,perspective
70709,also
70710,reflects
70711,inflows
70712,clients
70713,operating
70714,bills
70715,importantly
70716,deposits
70717,place
70718,central
70719,banks
70720,thank
70721,decision
70722,made
70723,time
70724,changes
70725,rate
70726,exposures
70727,securities
70728,like
70729,timing
70730,sales
70731,stuff
70732,like
70733,bounce
70734,around
70735,deliberate
70736,growth
70737,strategy
70738,securities
70739,long
70740,question
70741,think
70742,risk
70743,weighted
70744,asset
70745,side
70746,talk
70747,natural
70748,mitigants
70749,things
70750,going
70751,run
70752,time
70753,really
70754,actions
70755,taking
70756,securitizations
70757,retail
70758,loans
70759,things
70760,run
70761,time
70762,remember
70763,economic
70764,going
70765,sell
70766,something
70767,think
70768,good
70769,asset
70770,good
70771,return
70772,rwa
70773,high
70774,relative
70775,one
70776,look
70777,us
70778,say
70779,going
70780,sell
70781,something
70782,plenty
70783,hold
70784,whatever
70785,going
70786,make
70787,economic
70788,decisions
70789,related
70790,think
70791,going
70792,find
70793,people
70794,natural
70795,owners
70796,certain
70797,assets
70798,kind
70799,regulatory
70800,capital
70801,think
70802,going
70803,unbelievable
70804,material
70805,thing
70806,different
70807,kind
70808,business
70809,might
70810,people
70811,really
70812,go
70813,going
70814,able
70815,manage
70816,contract
70817,clearing
70818,houses
70819,diminish
70820,rwa
70821,effect
70822,pretty
70823,dramatically
70824,really
70825,learn
70826,manage
70827,tried
70828,worried
70829,really
70830,need
70831,capital
70832,pretty
70833,confident
70834,new
70835,world
70836,earn
70837,good
70838,returns
70839,talk
70840,reprice
70841,referring
70842,retail
70843,going
70844,take
70845,design
70846,exact
70847,product
70848,exact
70849,fees
70850,exactly
70851,may
70852,little
70853,timing
70854,difference
70855,costing
70856,us
70857,money
70858,design
70859,products
70860,roll
70861,eventually
70862,reprice
70863,yes
70864,waiting
70865,thing
70866,korea
70867,november
70868,one
70869,point
70870,hope
70871,get
70872,event
70873,think
70874,good
70875,shape
70876,think
70877,everybody
70878,waiting
70879,final
70880,regulators
70881,putting
70882,us
70883,additional
70884,stress
70885,tests
70886,think
70887,everyone
70888,waiting
70889,get
70890,make
70891,statement
70892,made
70893,think
70894,reasonably
70895,hopeful
70896,sometime
70897,first
70898,quarter
70899,reinstall
70900,dividend
70901,something
70902,like
70903,think
70904,makes
70905,sense
70906,think
70907,banks
70908,start
70909,retaining
70910,far
70911,much
70912,excess
70913,capital
70914,one
70915,point
70916,next
70917,year
70918,well
70919,going
70920,calculations
70921,obviously
70922,want
70923,look
70924,global
70925,issues
70926,make
70927,final
70928,determinations
70929,would
70930,little
70931,bit
70932,next
70933,look
70934,absolute
70935,dollars
70936,portfolios
70937,get
70938,closer
70939,phone
70940,guy
70941,quite
70942,well
70943,keep
70944,going
70945,would
70946,assume
70947,mostly
70948,would
70949,assume
70950,low
70951,margin
70952,would
70953,say
70954,fairly
70955,moves
70956,around
70957,may
70958,thing
70959,next
70960,time
70961,talk
70962,would
70963,say
70964,already
70965,close
70966,requirement
70967,includes
70968,know
70969,swiss
70970,came
70971,think
70972,consistent
70973,stress
70974,american
70975,government
70976,stress
70977,test
70978,made
70979,adjustments
70980,capital
70981,close
70982,triple
70983,banks
70984,able
70985,survive
70986,worst
70987,recession
70988,time
70989,stress
70990,think
70991,strong
70992,personally
70993,think
70994,going
70995,market
70996,swiss
70997,another
70998,think
70999,extremely
71000,optimistic
71001,almost
71002,impossible
71003,think
71004,different
71005,size
71006,bank
71007,versus
71008,size
71009,country
71010,got
71011,think
71012,right
71013,would
71014,put
71015,numbers
71016,extreme
71017,category
71018,going
71019,take
71020,several
71021,weeks
71022,go
71023,files
71024,make
71025,sure
71026,correct
71027,errors
71028,believe
71029,underlying
71030,stuff
71031,key
71032,know
71033,lot
71034,state
71035,conversations
71036,hoping
71037,normal
71038,process
71039,us
71040,sooner
71041,better
71042,everybody
71043,think
71044,cases
71045,people
71046,evicted
71047,homes
71048,foreclosures
71049,go
71050,multiple
71051,processes
71052,hoping
71053,sooner
71054,rather
71055,later
71056,conversations
71057,starting
71058,take
71059,place
71060,nothing
71061,think
71062,way
71063,look
71064,topic
71065,burying
71066,today
71067,billion
71068,foreclosure
71069,repurchase
71070,costs
71071,billion
71072,go
71073,based
71074,upon
71075,economy
71076,stuff
71077,like
71078,sure
71079,stuff
71080,like
71081,going
71082,dramatically
71083,change
71084,may
71085,extend
71086,little
71087,bit
71088,longer
71089,stuff
71090,like
71091,remember
71092,total
71093,purchased
71094,reserves
71095,billion
71096,billion
71097,reserves
71098,repurchases
71099,loan
71100,mortgage
71101,thing
71102,halfway
71103,think
71104,continue
71105,get
71106,done
71107,make
71108,sure
71109,right
71110,thing
71111,consumers
71112,investors
71113,increase
71114,costs
71115,little
71116,bit
71117,maybe
71118,pay
71119,penalties
71120,eventually
71121,really
71122,think
71123,continuing
71124,good
71125,morning
71126,know
71127,society
71128,right
71129,know
71130,many
71131,lawsuits
71132,go
71133,class
71134,action
71135,suits
71136,stock
71137,drop
71138,suits
71139,bear
71140,stearns
71141,suits
71142,wamu
71143,ai
71144,going
71145,always
71146,try
71147,get
71148,ahead
71149,going
71150,give
71151,specific
71152,wrong
71153,going
71154,right
71155,going
71156,reserves
71157,related
71158,items
71159,deal
71160,company
71161,try
71162,ahead
71163,try
71164,ahead
71165,think
71166,right
71167,thing
71168,one
71169,reasons
71170,tell
71171,going
71172,come
71173,next
71174,necessarily
71175,expect
71176,favorable
71177,roles
71178,continue
71179,way
71180,pretty
71181,creative
71182,finding
71183,way
71184,things
71185,buy
71186,things
71187,positioned
71188,company
71189,raising
71190,rates
71191,less
71192,rates
71193,portfolios
71194,may
71195,come
71196,benefits
71197,roles
71198,may
71199,go
71200,buy
71201,low
71202,duration
71203,mortgage
71204,buy
71205,things
71206,think
71207,likely
71208,outcome
71209,continued
71210,trend
71211,remember
71212,credit
71213,card
71214,business
71215,losses
71216,tend
71217,relate
71218,new
71219,unemployment
71220,claims
71221,new
71222,unemployment
71223,absolute
71224,look
71225,also
71226,two
71227,years
71228,charge
71229,really
71230,worked
71231,lot
71232,bad
71233,accounts
71234,billion
71235,reserves
71236,go
71237,numbers
71238,going
71239,normalize
71240,lot
71241,lower
71242,trading
71243,desk
71244,look
71245,one
71246,month
71247,got
71248,slow
71249,one
71250,month
71251,fast
71252,pretty
71253,good
71254,client
71255,see
71256,reason
71257,would
71258,pretty
71259,good
71260,client
71261,activity
71262,know
71263,disclosed
71264,opted
71265,going
71266,disclosing
71267,numbers
71268,going
71269,change
71270,people
71271,change
71272,point
71273,time
71274,opt
71275,opt
71276,number
71277,gave
71278,right
71279,wrong
71280,reasons
71281,hope
71282,people
71283,take
71284,deep
71285,sigh
71286,breath
71287,go
71288,back
71289,right
71290,look
71291,substance
71292,underlying
71293,files
71294,go
71295,back
71296,modifying
71297,foreclosing
71298,right
71299,thing
71300,told
71301,could
71302,three
71303,four
71304,weeks
71305,blip
71306,housing
71307,went
71308,long
71309,period
71310,time
71311,lot
71312,consequences
71313,would
71314,adverse
71315,everybody
71316,good
71317,morning
71318,rolls
71319,five
71320,years
71321,something
71322,like
71323,lots
71324,capital
71325,really
71326,managing
71327,capital
71328,rwa
71329,much
71330,trying
71331,build
71332,business
71333,clients
71334,brokers
71335,traders
71336,salesmen
71337,plenty
71338,capital
71339,grow
71340,business
71341,intelligent
71342,lot
71343,numbers
71344,showed
71345,barclays
71346,presentation
71347,kind
71348,runoff
71349,basic
71350,stuff
71351,know
71352,think
71353,people
71354,much
71355,tighter
71356,job
71357,managing
71358,things
71359,becomes
71360,important
71361,correct
71362,guess
71363,going
71364,start
71365,reporting
71366,one
71367,point
71368,see
71369,number
71370,would
71371,know
71372,final
71373,rules
71374,guess
71375,compliant
71376,whatever
71377,number
71378,sometime
71379,next
71380,year
71381,teeny
71382,bit
71383,nothing
71384,heroic
71385,basic
71386,stuff
71387,done
71388,next
71389,year
71390,get
71391,done
71392,next
71393,could
71394,next
71395,year
71396,wanted
71397,could
71398,get
71399,next
71400,year
71401,make
71402,tougher
71403,decisions
71404,sell
71405,things
71406,stop
71407,bunch
71408,stuff
71409,wanted
71410,could
71411,yes
71412,could
71413,lot
71414,different
71415,going
71416,make
71417,decisions
71418,get
71419,compliant
71420,quicker
71421,people
71422,going
71423,happen
71424,marketplace
71425,always
71426,feel
71427,good
71428,grow
71429,business
71430,good
71431,job
71432,going
71433,generate
71434,lot
71435,excess
71436,course
71437,businesses
71438,buy
71439,back
71440,stock
71441,open
71442,minded
71443,something
71444,made
71445,always
71446,looking
71447,adds
71448,businesses
71449,would
71450,open
71451,ca
71452,tell
71453,morgan
71454,morgan
71455,look
71456,time
71457,going
71458,give
71459,answer
71460,next
71461,quarter
71462,think
71463,one
71464,point
71465,going
71466,forward
71467,everything
71468,clarifies
71469,around
71470,basel
71471,could
71472,aggressive
71473,buyer
71474,stock
71475,think
71476,price
71477,going
71478,like
71479,everybody
71480,price
71481,high
71482,price
71483,plenty
71484,capital
71485,thing
71486,makes
71487,sense
71488,shareholders
71489,assume
71490,going
71491,mean
71492,every
71493,week
71494,buy
71495,back
71496,issued
71497,week
71498,means
71499,generally
71500,course
71501,year
71502,minimum
71503,going
71504,tell
71505,going
71506,look
71507,looking
71508,couple
71509,years
71510,much
71511,capital
71512,options
71513,makes
71514,sense
71515,shareholders
71516,think
71517,bank
71518,starting
71519,see
71520,signs
71521,life
71522,maybe
71523,start
71524,see
71525,growth
71526,next
71527,three
71528,six
71529,card
71530,bottom
71531,think
71532,third
71533,quarter
71534,next
71535,includes
71536,runoff
71537,asset
71538,management
71539,actually
71540,loan
71541,growth
71542,treasury
71543,trade
71544,finance
71545,expect
71546,maybe
71547,see
71548,consumer
71549,auto
71550,generally
