,0
51068,billion
51069,talked
51070,fact
51071,take
51072,trillion
51073,system
51074,look
51075,fed
51076,grown
51077,balance
51078,sheet
51079,half
51080,ultimately
51081,impact
51082,deposits
51083,share
51084,would
51085,talked
51086,potentially
51087,kind
51088,billion
51089,billion
51090,deposit
51091,outflows
51092,several
51093,years
51094,would
51095,take
51096,reduce
51097,primarily
51098,would
51099,exclusively
51100,primarily
51101,nonoperating
51102,therefore
51103,limited
51104,impact
51105,liquidity
51106,playing
51107,textbook
51108,right
51109,residential
51110,mortgage
51111,correspond
51112,particular
51113,pricing
51114,pricing
51115,see
51116,share
51117,pricing
51118,goes
51119,would
51120,consider
51121,sufficient
51122,return
51123,shareholder
51124,commercial
51125,real
51126,estate
51127,space
51128,would
51129,say
51130,primarily
51131,pricing
51132,spreads
51133,lot
51134,companies
51135,heard
51136,gses
51137,insurance
51138,companies
51139,nonbank
51140,financial
51141,little
51142,bit
51143,less
51144,credit
51145,turns
51146,still
51147,pretty
51148,robust
51149,albeit
51150,seeing
51151,tiny
51152,shift
51153,right
51154,going
51155,way
51156,would
51157,call
51158,pretty
51159,would
51160,say
51161,generally
51162,turns
51163,holding
51164,quite
51165,well
51166,really
51167,al
51168,sorry
51169,marianne
51170,lake
51171,sorry
51172,really
51173,really
51174,sorry
51175,actually
51176,breaking
51177,catch
51178,question
51179,would
51180,say
51181,across
51182,strong
51183,performance
51184,across
51185,catalysts
51186,quarter
51187,mentioned
51188,italy
51189,think
51190,none
51191,particular
51192,fine
51193,well
51194,would
51195,say
51196,gaining
51197,share
51198,think
51199,areas
51200,equities
51201,cash
51202,prime
51203,particular
51204,holding
51205,elsewhere
51206,would
51207,say
51208,solid
51209,performance
51210,across
51211,ficc
51212,spectrum
51213,investment
51214,gaining
51215,share
51216,investment
51217,banking
51218,obviously
51219,ca
51220,look
51221,one
51222,quarter
51223,well
51224,mean
51225,would
51226,say
51227,look
51228,back
51229,course
51230,last
51231,couple
51232,years
51233,seen
51234,share
51235,shift
51236,european
51237,banks
51238,banks
51239,prime
51240,space
51241,would
51242,say
51243,prime
51244,incumbents
51245,gaining
51246,particularly
51247,new
51248,trend
51249,dominant
51250,trend
51251,reported
51252,basis
51253,points
51254,low
51255,markets
51256,nii
51257,higher
51258,markets
51259,assets
51260,billion
51261,core
51262,basis
51263,points
51264,cib
51265,driven
51266,names
51267,principal
51268,one
51269,remaining
51270,piece
51271,steinhoff
51272,loan
51273,sold
51274,reserve
51275,release
51276,larger
51277,disclosed
51278,look
51279,historical
51280,pattern
51281,pretty
51282,even
51283,mean
51284,look
51285,cecl
51286,big
51287,deal
51288,insofar
51289,getting
51290,ready
51291,tell
51292,disclosed
51293,adjustment
51294,number
51295,basis
51296,still
51297,working
51298,modeling
51299,complicated
51300,perhaps
51301,operationally
51302,get
51303,everything
51304,lined
51305,might
51306,going
51307,intend
51308,running
51309,stuff
51310,parallel
51311,next
51312,year
51313,able
51314,give
51315,much
51316,color
51317,next
51318,speaking
51319,move
51320,life
51321,loan
51322,losses
51323,wo
51324,shock
51325,know
51326,adjustment
51327,reserves
51328,driven
51329,likely
51330,portfolios
51331,longer
51332,weighted
51333,average
51334,life
51335,versus
51336,incurred
51337,loss
51338,would
51339,notable
51340,lesser
51341,extent
51342,unfunded
51343,wholesale
51344,manageable
51345,context
51346,goes
51347,think
51348,economics
51349,cash
51350,flows
51351,npv
51352,loans
51353,change
51354,change
51355,economics
51356,upfront
51357,little
51358,bit
51359,reserves
51360,get
51361,paid
51362,think
51363,going
51364,fundamentally
51365,shift
51366,dynamics
51367,play
51368,hard
51369,life
51370,loan
51371,hard
51372,shorter
51373,difficult
51374,imagine
51375,life
51376,loan
51377,could
51378,shorter
51379,incurred
51380,loss
51381,us
51382,reason
51383,pretty
51384,limited
51385,say
51386,impact
51387,reason
51388,mostly
51389,driven
51390,areas
51391,mentioned
51392,wholesale
51393,spaces
51394,many
51395,products
51396,covered
51397,multiple
51398,years
51399,total
51400,life
51401,loan
51402,point
51403,sure
51404,totally
51405,follow
51406,question
51407,remember
51408,oversimplified
51409,model
51410,universe
51411,would
51412,want
51413,extraordinarily
51414,high
51415,level
51416,giving
51417,rewards
51418,customers
51419,think
51420,indeed
51421,perceiving
51422,great
51423,value
51424,continuing
51425,observe
51426,mix
51427,changes
51428,thank
51429,much
51430,guys
51431,audio
51432,difficulties
51433,let
51434,others
51435,dial
51436,referring
51437,presentation
51438,available
51439,website
51440,hope
51441,front
51442,operator
51443,said
51444,going
51445,cover
51446,quarter
51447,hand
51448,jamie
51449,questions
51450,comments
51451,take
51452,turn
51453,page
51454,first
51455,quarter
51456,highlights
51457,think
51458,first
51459,quarter
51460,numbers
51461,expect
51462,take
51463,away
51464,going
51465,go
51466,detail
51467,drill
51468,first
51469,businesses
51470,showed
51471,good
51472,earnings
51473,momentum
51474,last
51475,investment
51476,bank
51477,great
51478,results
51479,near
51480,record
51481,revenues
51482,particular
51483,strength
51484,trading
51485,ib
51486,good
51487,progress
51488,expense
51489,credit
51490,quality
51491,continued
51492,strong
51493,across
51494,wholesale
51495,consumer
51496,ended
51497,strong
51498,capital
51499,base
51500,also
51501,settled
51502,worldcom
51503,litigation
51504,turn
51505,page
51506,first
51507,quarter
51508,gaap
51509,comparison
51510,earnings
51511,point
51512,operating
51513,earnings
51514,billion
51515,per
51516,included
51517,numbers
51518,million
51519,merger
51520,costs
51521,million
51522,tax
51523,litigation
51524,related
51525,worldcom
51526,brings
51527,us
51528,reported
51529,going
51530,spend
51531,time
51532,gaap
51533,comparisons
51534,either
51535,slide
51536,slide
51537,includes
51538,jpmorgan
51539,chase
51540,go
51541,straight
51542,slide
51543,begin
51544,pro
51545,forma
51546,comparisons
51547,include
51548,bank
51549,one
51550,results
51551,prior
51552,page
51553,significant
51554,p
51555,l
51556,items
51557,methodology
51558,item
51559,wanted
51560,point
51561,go
51562,spend
51563,little
51564,bit
51565,time
51566,p
51567,l
51568,items
51569,first
51570,private
51571,equity
51572,gains
51573,million
51574,pretax
51575,appears
51576,corporate
51577,good
51578,gains
51579,together
51580,particular
51581,total
51582,approximately
51583,million
51584,obviously
51585,jamie
51586,comment
51587,little
51588,bit
51589,outlook
51590,clearly
51591,loads
51592,expected
51593,comment
51594,later
51595,see
51596,going
51597,reduction
51598,wholesale
51599,loan
51600,loss
51601,allowance
51602,million
51603,pretax
51604,primarily
51605,appeared
51606,investment
51607,bank
51608,pieces
51609,commercial
51610,treasury
51611,strictly
51612,based
51613,improvement
51614,quality
51615,portfolio
51616,obviously
51617,see
51618,continuing
51619,forever
51620,glad
51621,quarter
51622,msr
51623,risk
51624,management
51625,positive
51626,million
51627,quarter
51628,appears
51629,home
51630,finance
51631,segment
51632,retail
51633,financial
51634,services
51635,another
51636,valuable
51637,item
51638,plan
51639,zero
51640,continue
51641,think
51642,best
51643,way
51644,think
51645,last
51646,fourth
51647,p
51648,l
51649,item
51650,treasury
51651,securities
51652,losses
51653,million
51654,share
51655,appears
51656,repositioned
51657,portfolio
51658,used
51659,manage
51660,exposure
51661,interest
51662,anticipate
51663,questions
51664,might
51665,get
51666,later
51667,effect
51668,earnings
51669,risk
51670,basis
51671,points
51672,shock
51673,number
51674,report
51675,bring
51676,million
51677,negative
51678,improvement
51679,prior
51680,quarter
51681,still
51682,neutral
51683,interest
51684,margin
51685,going
51686,return
51687,side
51688,repositioning
51689,net
51690,interest
51691,margin
51692,give
51693,remainder
51694,year
51695,given
51696,trade
51697,things
51698,equal
51699,million
51700,reduction
51701,nii
51702,appear
51703,corporate
51704,finishes
51705,p
51706,l
51707,items
51708,shifting
51709,one
51710,important
51711,methodology
51712,adjust
51713,wanted
51714,point
51715,changed
51716,way
51717,adjust
51718,tax
51719,equivalent
51720,revenues
51721,approach
51722,think
51723,follows
51724,best
51725,slide
51726,appendix
51727,illustrates
51728,exactly
51729,going
51730,glad
51731,follow
51732,today
51733,call
51734,explanation
51735,three
51736,things
51737,need
51738,tax
51739,adjustments
51740,removed
51741,corporate
51742,segments
51743,increases
51744,corporate
51745,segment
51746,tax
51747,rate
51748,causes
51749,operating
51750,basis
51751,tax
51752,rate
51753,increase
51754,previously
51755,secondly
51756,result
51757,changes
51758,leaves
51759,operating
51760,earnings
51761,eps
51762,unchanged
51763,strictly
51764,matter
51765,corporate
51766,segment
51767,hope
51768,becomes
51769,transparent
51770,result
51771,drawing
51772,attention
51773,adjust
51774,models
51775,going
51776,turning
51777,slide
51778,see
51779,consolidated
51780,pro
51781,forma
51782,p
51783,l
51784,billion
51785,operating
51786,earnings
51787,million
51788,versus
51789,fourth
51790,quarter
51791,higher
51792,revenues
51793,see
51794,lower
51795,credit
51796,costs
51797,flat
51798,turn
51799,slide
51800,spend
51801,minute
51802,talking
51803,little
51804,bit
51805,saw
51806,expense
51807,side
51808,good
51809,story
51810,half
51811,page
51812,revenues
51813,yet
51814,expenses
51815,held
51816,number
51817,billion
51818,higher
51819,compensation
51820,obviously
51821,bit
51822,performance
51823,also
51824,effect
51825,moved
51826,expenses
51827,compensation
51828,also
51829,began
51830,lines
51831,saw
51832,comp
51833,impact
51834,consolidating
51835,highbridge
51836,full
51837,quarter
51838,partial
51839,quarter
51840,worth
51841,cazenove
51842,joint
51843,merger
51844,save
51845,front
51846,comment
51847,saw
51848,million
51849,incremental
51850,quarterly
51851,saves
51852,versus
51853,fourth
51854,quarter
51855,bringing
51856,total
51857,quarterly
51858,saves
51859,million
51860,annualizes
51861,billion
51862,halfway
51863,billion
51864,merger
51865,save
51866,commitment
51867,feel
51868,good
51869,looking
51870,ahead
51871,second
51872,quarter
51873,directional
51874,thoughts
51875,going
51876,take
51877,account
51878,whatever
51879,think
51880,performance
51881,next
51882,quarter
51883,merger
51884,save
51885,side
51886,continue
51887,confident
51888,track
51889,end
51890,fourth
51891,quarter
51892,exit
51893,rate
51894,merger
51895,saves
51896,annualizing
51897,really
51898,means
51899,million
51900,incremental
51901,saves
51902,second
51903,versus
51904,first
51905,track
51906,see
51907,coming
51908,next
51909,remaining
51910,impact
51911,consolidation
51912,cazenove
51913,joint
51914,venture
51915,acquisitions
51916,lastly
51917,see
51918,much
51919,first
51920,quarter
51921,incremental
51922,investment
51923,spending
51924,talked
51925,last
51926,time
51927,around
51928,expect
51929,see
51930,increase
51931,maybe
51932,tune
51933,million
51934,increment
51935,al
51936,spending
51937,sorts
51938,talked
51939,particularly
51940,marketing
51941,technology
51942,see
51943,across
51944,various
51945,turning
51946,slide
51947,shift
51948,lines
51949,business
51950,see
51951,pro
51952,forma
51953,comparison
51954,operating
51955,earnings
51956,lines
51957,right
51958,see
51959,percentage
51960,change
51961,operating
51962,earnings
51963,shows
51964,circled
51965,greater
51966,earnings
51967,progress
51968,across
51969,obviously
51970,feel
51971,good
51972,maintaining
51973,earnings
51974,momentum
51975,busy
51976,year
51977,moving
51978,slide
51979,talking
51980,detail
51981,pages
51982,lot
51983,information
51984,lot
51985,commentary
51986,talk
51987,going
51988,highlight
51989,things
51990,pages
51991,encourage
51992,read
51993,first
51994,investment
51995,bank
51996,billion
51997,earnings
51998,revenue
51999,great
52000,results
52001,satisfying
52002,team
52003,investment
52004,bank
52005,working
52006,hard
52007,demonstrating
52008,capable
52009,make
52010,three
52011,million
52012,investment
52013,banking
52014,fees
52015,another
52016,strong
52017,quarter
52018,particular
52019,strength
52020,coming
52021,improvements
52022,million
52023,fixed
52024,income
52025,markets
52026,million
52027,equity
52028,markets
52029,driven
52030,excellent
52031,trading
52032,look
52033,bottom
52034,page
52035,see
52036,million
52037,per
52038,day
52039,value
52040,risk
52041,var
52042,makes
52043,trading
52044,results
52045,impressive
52046,given
52047,var
52048,actually
52049,declined
52050,versus
52051,prior
52052,quarter
52053,contrast
52054,seeing
52055,third
52056,final
52057,point
52058,investment
52059,bank
52060,expenses
52061,better
52062,want
52063,point
52064,remind
52065,see
52066,incremental
52067,expense
52068,related
52069,cazenove
52070,increased
52071,technology
52072,spending
52073,next
52074,quarter
52075,turning
52076,retail
52077,slide
52078,looking
52079,results
52080,total
52081,retail
52082,financial
52083,services
52084,million
52085,earnings
52086,make
52087,two
52088,points
52089,slide
52090,move
52091,detail
52092,branches
52093,home
52094,first
52095,see
52096,million
52097,credit
52098,costs
52099,low
52100,strong
52101,credit
52102,performance
52103,across
52104,retail
52105,wanted
52106,point
52107,allowance
52108,reductions
52109,retail
52110,see
52111,circled
52112,number
52113,page
52114,million
52115,profit
52116,auto
52117,education
52118,finance
52119,want
52120,point
52121,see
52122,box
52123,lower
52124,right
52125,side
52126,page
52127,shows
52128,million
52129,tax
52130,items
52131,included
52132,million
52133,adjusting
52134,items
52135,saw
52136,growth
52137,auto
52138,education
52139,finance
52140,business
52141,point
52142,transfer
52143,held
52144,sale
52145,lower
52146,turn
52147,auto
52148,loans
52149,intend
52150,dissolved
52151,joint
52152,venture
52153,education
52154,finance
52155,business
52156,sold
52157,low
52158,return
52159,profile
52160,rv
52161,loan
52162,portfolio
52163,slide
52164,dive
52165,little
52166,bit
52167,deeper
52168,onto
52169,consumer
52170,small
52171,business
52172,side
52173,earnings
52174,million
52175,couple
52176,points
52177,look
52178,bottom
52179,page
52180,growth
52181,drivers
52182,business
52183,continue
52184,move
52185,billion
52186,deposits
52187,million
52188,checking
52189,accounts
52190,total
52191,follows
52192,branches
52193,atms
52194,personal
52195,bankers
52196,progress
52197,team
52198,making
52199,continue
52200,improve
52201,drivers
52202,business
52203,retail
52204,result
52205,see
52206,revenues
52207,million
52208,time
52209,see
52210,expenses
52211,driven
52212,improved
52213,efficiency
52214,lastly
52215,point
52216,business
52217,saw
52218,positive
52219,seasonal
52220,impact
52221,refund
52222,anticipation
52223,page
52224,home
52225,finance
52226,profits
52227,million
52228,million
52229,coming
52230,prime
52231,production
52232,servicing
52233,million
52234,consumer
52235,real
52236,estate
52237,lending
52238,two
52239,pieces
52240,business
52241,home
52242,couple
52243,points
52244,first
52245,already
52246,pointed
52247,prime
52248,production
52249,servicing
52250,revenues
52251,see
52252,million
52253,positive
52254,related
52255,msr
52256,risk
52257,management
52258,circled
52259,item
52260,million
52261,production
52262,revenue
52263,prime
52264,production
52265,servicing
52266,number
52267,see
52268,bottom
52269,mortgage
52270,originations
52271,billion
52272,due
52273,exceptionally
52274,strong
52275,secondary
52276,marketing
52277,really
52278,activity
52279,around
52280,sale
52281,hedging
52282,prime
52283,third
52284,final
52285,point
52286,real
52287,estate
52288,lending
52289,see
52290,million
52291,revenues
52292,slightly
52293,explained
52294,margin
52295,related
52296,sale
52297,billion
52298,manufactured
52299,housing
52300,portfolio
52301,last
52302,page
52303,card
52304,services
52305,really
52306,saw
52307,great
52308,results
52309,million
52310,earnings
52311,impressive
52312,flat
52313,last
52314,quarter
52315,expect
52316,seasonal
52317,decline
52318,typical
52319,card
52320,business
52321,mention
52322,results
52323,strongly
52324,versus
52325,prior
52326,couple
52327,thing
52328,point
52329,first
52330,higher
52331,revenues
52332,driven
52333,growth
52334,outstandings
52335,billion
52336,billion
52337,charge
52338,volume
52339,see
52340,credit
52341,remains
52342,strong
52343,lastly
52344,return
52345,outstandings
52346,pretax
52347,year
52348,ago
52349,moving
52350,nicely
52351,toward
52352,aspiration
52353,think
52354,results
52355,card
52356,really
52357,stacked
52358,well
52359,stacked
52360,well
52361,versus
52362,seen
52363,competition
52364,slide
52365,commercial
52366,banking
52367,earnings
52368,think
52369,bullets
52370,slide
52371,give
52372,good
52373,explanations
52374,going
52375,going
52376,touch
52377,two
52378,overall
52379,revenues
52380,relatively
52381,flat
52382,largely
52383,due
52384,slack
52385,loan
52386,demand
52387,commercial
52388,space
52389,treasury
52390,services
52391,revenues
52392,want
52393,point
52394,added
52395,supplement
52396,greater
52397,detail
52398,commercial
52399,side
52400,businesses
52401,make
52402,commercial
52403,revenue
52404,loan
52405,take
52406,comfort
52407,fact
52408,middle
52409,market
52410,saw
52411,increase
52412,middle
52413,market
52414,loans
52415,pleased
52416,see
52417,given
52418,important
52419,client
52420,base
52421,us
52422,commercial
52423,banking
52424,treasury
52425,security
52426,services
52427,slide
52428,earnings
52429,doubled
52430,point
52431,make
52432,revenue
52433,growth
52434,higher
52435,deposits
52436,wider
52437,spreads
52438,higher
52439,fees
52440,saw
52441,better
52442,efficiencies
52443,expense
52444,side
52445,resulted
52446,pretax
52447,margin
52448,business
52449,great
52450,part
52451,due
52452,refinements
52453,way
52454,allocate
52455,costs
52456,business
52457,also
52458,due
52459,lot
52460,work
52461,around
52462,merger
52463,achieving
52464,saves
52465,third
52466,announced
52467,earlier
52468,week
52469,going
52470,combine
52471,investor
52472,services
52473,institutional
52474,trust
52475,services
52476,single
52477,business
52478,called
52479,worldwide
52480,security
52481,services
52482,think
52483,position
52484,us
52485,well
52486,serve
52487,customer
52488,base
52489,get
52490,greater
52491,efficiencies
52492,page
52493,asset
52494,wealth
52495,earnings
52496,million
52497,point
52498,billion
52499,assets
52500,management
52501,saw
52502,shift
52503,mix
52504,within
52505,assets
52506,towards
52507,equity
52508,alternative
52509,asset
52510,classes
52511,helps
52512,p
52513,achieved
52514,pretax
52515,margin
52516,versus
52517,prior
52518,year
52519,moving
52520,actually
52521,towards
52522,aspiration
52523,third
52524,want
52525,note
52526,fully
52527,reflected
52528,full
52529,quarter
52530,worth
52531,highbridge
52532,results
52533,favorite
52534,page
52535,mentioned
52536,earlier
52537,made
52538,changes
52539,way
52540,tax
52541,equivalent
52542,revenue
52543,adjustments
52544,give
52545,little
52546,transparency
52547,corporate
52548,loss
52549,draw
52550,attention
52551,middle
52552,page
52553,break
52554,unit
52555,within
52556,already
52557,spoken
52558,results
52559,private
52560,equity
52561,resulted
52562,million
52563,treasury
52564,portfolio
52565,repositioning
52566,resulted
52567,net
52568,loss
52569,million
52570,leaves
52571,two
52572,remaining
52573,ongoing
52574,going
52575,treasury
52576,treasury
52577,portfolio
52578,repositioning
52579,carved
52580,loss
52581,million
52582,essentially
52583,flat
52584,last
52585,quarter
52586,repositioning
52587,portfolio
52588,get
52589,worse
52590,remainder
52591,year
52592,time
52593,expect
52594,line
52595,second
52596,piece
52597,corporate
52598,net
52599,expenses
52600,loss
52601,named
52602,largely
52603,made
52604,corporate
52605,staff
52606,expenses
52607,remain
52608,unallocated
52609,plus
52610,various
52611,expect
52612,see
52613,technology
52614,investment
52615,spending
52616,ramp
52617,amount
52618,maybe
52619,million
52620,representing
52621,central
52622,technology
52623,spend
52624,next
52625,quarter
52626,line
52627,see
52628,moving
52629,final
52630,page
52631,capital
52632,numbers
52633,kind
52634,speak
52635,simple
52636,maintained
52637,strong
52638,tier
52639,ratio
52640,estimate
52641,absorbed
52642,worldcom
52643,litigation
52644,charge
52645,bought
52646,back
52647,billion
52648,million
52649,shares
52650,stock
52651,makes
52652,us
52653,feel
52654,good
52655,capital
52656,strength
52657,company
52658,capital
52659,generation
52660,power
52661,quarter
52662,hand
52663,jamie
52664,comments
52665,mike
52666,thank
52667,going
52668,talk
52669,three
52670,things
52671,couple
52672,minutes
52673,merger
52674,milestone
52675,second
52676,give
52677,feel
52678,outlook
52679,next
52680,quarter
52681,third
52682,kind
52683,overview
52684,feel
52685,quarter
52686,think
52687,go
52688,quickly
52689,page
52690,made
52691,tremendous
52692,progress
52693,systems
52694,merger
52695,side
52696,wo
52697,go
52698,since
52699,actually
52700,last
52701,spoke
52702,since
52703,last
52704,quarter
52705,consolidated
52706,payroll
52707,systems
52708,merged
52709,mutual
52710,funds
52711,consolidated
52712,trade
52713,finance
52714,standby
52715,letter
52716,credit
52717,next
52718,big
52719,ones
52720,coming
52721,kind
52722,mid
52723,next
52724,quarter
52725,dollar
52726,clearing
52727,conversion
52728,whereby
52729,remove
52730,trillion
52731,day
52732,wire
52733,feel
52734,pretty
52735,good
52736,one
52737,major
52738,part
52739,already
52740,took
52741,place
52742,new
52743,code
52744,accommodate
52745,bank
52746,one
52747,texas
52748,conversion
52749,installed
52750,working
52751,look
52752,every
52753,day
52754,milestones
52755,feel
52756,pretty
52757,began
52758,roll
52759,new
52760,chase
52761,brand
52762,bank
52763,one
52764,markets
52765,think
52766,monday
52767,gave
52768,away
52769,free
52770,gather
52771,blocked
52772,lot
52773,lexington
52774,kentucky
52775,gave
52776,away
52777,think
52778,lines
52779,got
52780,hours
52781,successful
52782,complaints
52783,today
52784,caused
52785,lot
52786,traffic
52787,jams
52788,little
52789,careful
52790,exciting
52791,roll
52792,seeing
52793,road
52794,whole
52795,schedule
52796,think
52797,made
52798,public
52799,kind
52800,state
52801,state
52802,changes
52803,names
52804,signs
52805,go
52806,chase
52807,remember
52808,chase
52809,brand
52810,eventually
52811,well
52812,billion
52813,marketing
52814,behind
52815,card
52816,card
52817,conversion
52818,last
52819,piece
52820,converted
52821,million
52822,accounts
52823,last
52824,million
52825,accounts
52826,chase
52827,side
52828,well
52829,way
52830,convert
52831,early
52832,third
52833,built
52834,new
52835,data
52836,building
52837,new
52838,networks
52839,data
52840,centers
52841,need
52842,put
52843,money
52844,necessary
52845,make
52846,sure
52847,right
52848,texas
52849,conversion
52850,done
52851,lot
52852,course
52853,texas
52854,conversion
52855,late
52856,third
52857,quarter
52858,lot
52859,code
52860,think
52861,particular
52862,case
52863,took
52864,million
52865,hours
52866,code
52867,across
52868,multiple
52869,lot
52870,written
52871,testing
52872,every
52873,day
52874,getting
52875,comfortable
52876,deliver
52877,page
52878,give
52879,outlook
52880,second
52881,kind
52882,business
52883,right
52884,page
52885,page
52886,front
52887,fee
52888,pipeline
52889,continues
52890,strong
52891,would
52892,expect
52893,assuming
52894,markets
52895,stay
52896,levels
52897,fairly
52898,consistent
52899,future
52900,consistent
52901,kind
52902,first
52903,quarter
52904,always
52905,strong
52906,going
52907,try
52908,one
52909,day
52910,give
52911,far
52912,reason
52913,expect
52914,also
52915,true
52916,time
52917,good
52918,quarter
52919,think
52920,gratifying
52921,terrific
52922,recovery
52923,trading
52924,markets
52925,gotten
52926,tougher
52927,start
52928,see
52929,late
52930,think
52931,continue
52932,lot
52933,estimates
52934,substantially
52935,first
52936,think
52937,lower
52938,estimates
52939,probably
52940,pretty
52941,good
52942,relative
52943,view
52944,trading
52945,results
52946,second
52947,reported
52948,credit
52949,portfolio
52950,nii
52951,loans
52952,gains
52953,securities
52954,received
52955,lieu
52956,loans
52957,think
52958,reported
52959,loans
52960,coming
52961,substantially
52962,outlook
52963,would
52964,bring
52965,quite
52966,lot
52967,gains
52968,would
52969,expect
52970,would
52971,taking
52972,good
52973,number
52974,might
52975,things
52976,point
52977,took
52978,loans
52979,investment
52980,bank
52981,actual
52982,loan
52983,side
52984,traditional
52985,credit
52986,product
52987,billion
52988,prior
52989,last
52990,year
52991,made
52992,call
52993,capital
52994,markets
52995,assets
52996,back
52997,securities
52998,conduits
52999,warehouses
53000,bridge
53001,loans
53002,et
53003,cetera
53004,stuff
53005,want
53006,nii
53007,traditional
53008,credit
53009,portfolio
53010,obviously
53011,come
53012,little
53013,credit
53014,good
53015,took
53016,reserves
53017,improved
53018,taken
53019,disappear
53020,estimate
53021,really
53022,two
53023,key
53024,indicators
53025,tell
53026,going
53027,disappear
53028,possibly
53029,quicker
53030,market
53031,indicators
53032,like
53033,spreads
53034,environment
53035,et
53036,second
53037,underlying
53038,quality
53039,written
53040,today
53041,think
53042,started
53043,year
53044,ago
53045,terms
53046,higher
53047,leverage
53048,ratios
53049,weaker
53050,covenants
53051,et
53052,cetera
53053,deteriorated
53054,lead
53055,indicator
53056,think
53057,expect
53058,impact
53059,investment
53060,bank
53061,mike
53062,mentioned
53063,expenses
53064,accounted
53065,performance
53066,basis
53067,comp
53068,obviously
53069,come
53070,results
53071,come
53072,little
53073,financial
53074,services
53075,mike
53076,mentioned
53077,msr
53078,hedging
53079,gain
53080,kind
53081,planned
53082,volatile
53083,number
53084,still
53085,generally
53086,plan
53087,remember
53088,refund
53089,anticipation
53090,loans
53091,first
53092,quarter
53093,disappear
53094,second
53095,quarter
53096,think
53097,number
53098,million
53099,revenues
53100,forgot
53101,exact
53102,sell
53103,remember
53104,portfolio
53105,sales
53106,auto
53107,lease
53108,reduction
53109,delivered
53110,manufactured
53111,housing
53112,rv
53113,auto
53114,lease
53115,sold
53116,billion
53117,hybrid
53118,hit
53119,nii
53120,million
53121,put
53122,think
53123,good
53124,reduction
53125,revenue
53126,credit
53127,outlook
53128,retail
53129,pretty
53130,reduction
53131,allowances
53132,really
53133,counting
53134,going
53135,card
53136,see
53137,margins
53138,improve
53139,think
53140,stay
53141,probably
53142,pretty
53143,good
53144,rising
53145,straight
53146,volume
53147,tough
53148,think
53149,still
53150,expect
53151,see
53152,margins
53153,stable
53154,gets
53155,expect
53156,stable
53157,two
53158,things
53159,looming
53160,bankruptcy
53161,law
53162,change
53163,could
53164,expect
53165,timing
53166,impact
53167,people
53168,declare
53169,may
53170,already
53171,seen
53172,little
53173,bit
53174,really
53175,know
53176,number
53177,obviously
53178,swing
53179,little
53180,bit
53181,minimum
53182,payment
53183,gets
53184,adopted
53185,gets
53186,adopted
53187,think
53188,impact
53189,part
53190,portfolio
53191,drive
53192,losses
53193,real
53194,good
53195,estimate
53196,want
53197,know
53198,hanging
53199,item
53200,probably
53201,mostly
53202,good
53203,increased
53204,spend
53205,last
53206,couple
53207,years
53208,going
53209,continue
53210,increase
53211,see
53212,opportunity
53213,working
53214,little
53215,bank
53216,mike
53217,mentioned
53218,loan
53219,growth
53220,like
53221,middle
53222,market
53223,think
53224,seen
53225,first
53226,time
53227,couple
53228,feel
53229,good
53230,good
53231,competition
53232,meet
53233,spread
53234,compression
53235,going
53236,win
53237,costs
53238,also
53239,return
53240,normal
53241,private
53242,equity
53243,reported
53244,almost
53245,million
53246,told
53247,million
53248,number
53249,give
53250,take
53251,something
53252,obviously
53253,get
53254,decide
53255,also
53256,billion
53257,marketable
53258,securities
53259,get
53260,marked
53261,based
53262,think
53263,lot
53264,gains
53265,might
53266,thought
53267,billion
53268,year
53269,booked
53270,think
53271,reasonable
53272,people
53273,reduce
53274,expectations
53275,range
53276,something
53277,like
53278,know
53279,things
53280,actually
53281,get
53282,sold
53283,boat
53284,comes
53285,overall
53286,company
53287,risk
53288,posture
53289,see
53290,talk
53291,trading
53292,second
53293,borrowing
53294,portfolios
53295,sold
53296,bunch
53297,interest
53298,rate
53299,exposure
53300,extensive
53301,modeling
53302,positioned
53303,rising
53304,rates
53305,think
53306,balance
53307,sheet
53308,good
53309,kind
53310,conservative
53311,posture
53312,looking
53313,forward
53314,credit
53315,think
53316,bottom
53317,line
53318,think
53319,give
53320,overview
53321,whole
53322,thing
53323,think
53324,know
53325,second
53326,quarter
53327,gives
53328,lot
53329,things
53330,second
53331,quarter
53332,terms
53333,building
53334,great
53335,company
53336,gratified
53337,underlying
53338,results
53339,pretty
53340,going
53341,tell
53342,highlight
53343,okay
53344,investment
53345,bank
53346,recovery
53347,trading
53348,think
53349,people
53350,bill
53351,winters
53352,steve
53353,black
53354,investment
53355,bank
53356,made
53357,tough
53358,streamlined
53359,going
53360,help
53361,streamline
53362,even
53363,relate
53364,staff
53365,functions
53366,working
53367,faster
53368,better
53369,promoted
53370,terrific
53371,young
53372,hired
53373,great
53374,talent
53375,bunch
53376,areas
53377,mortgages
53378,assets
53379,backs
53380,energy
53381,mean
53382,kind
53383,commitment
53384,fill
53385,gaps
53386,way
53387,want
53388,point
53389,particularly
53390,trading
53391,floor
53392,listening
53393,nothing
53394,really
53395,position
53396,people
53397,running
53398,business
53399,want
53400,run
53401,business
53402,feel
53403,great
53404,bank
53405,going
53406,continue
53407,building
53408,relentlessly
53409,every
53410,single
53411,time
53412,talk
53413,yes
53414,know
53415,trading
53416,going
53417,going
53418,worry
53419,much
53420,mean
53421,retail
53422,story
53423,growth
53424,home
53425,equity
53426,going
53427,say
53428,balance
